id	external_id	lemma	stressed	translation	pos	pos_subtype	level	gender	animacy	stem	ending	domain	aspect	transitivity	stress_pattern_semu	rank	count
1325	1607	типичный		typical; normal	adj		1E			типичн	ый					3687	28.22
1326	1524	стихотворение		poem	noun		1E	neut	inanimate						SS	3689	28.16
1327	1025	перерыв	переры́в	break (brief)	noun		1E	masc	inanimate						SS	3710	27.97
1328	276	гостиный		living room	adj		1E			гостин	ый					3719	27.91
1329	569	килограмм	килогра́мм	kilogram	noun		1E	masc	inanimate						SS	3733	27.79
1330	1747	чайник	ча́йник	teapot; tea kettle	noun		1E	masc	inanimate			food; utensils			SS	3742	27.73
1331	683	лыжа		ski	noun		1E	fem	inanimate						SS	3743	27.73
1332	743	модный	мо́дный	fashionable; stylish	adj		1E			модн	ый	qualities				3760	27.61
1333	250	гитара	гита́ра	guitar	noun		1E	fem	inanimate			arts; music			SS	3764	27.61
1334	1715	фрукт	фру́кт	fruit	noun		1E	masc	inanimate			food; fruit			SS	3774	27.48
1335	754	мотоцикл	мотоци́кл	motorcycle	noun		1E	masc	inanimate						SS	3776	27.48
1336	817	невысокий		short; not tall; not high	adj		1E			невысок	ий					3777	27.48
1337	11	администрация		administration	noun		1E	fem	inanimate						SS	3781	27.48
1338	945	опоздать	опозда́ть	be running late/be late	verb		1E						perfective	intransitive		3782	27.48
1339	847	ненужный		not needed; unnecessary	adj		1E			ненужн	ый					3787	27.36
1340	37	аппетит	аппети́т	appetite	noun		1E	masc	inanimate						SS	3790	27.36
1341	1802	шпион		spy	noun		1E	masc	animate						SS	3801	27.24
1342	1603	технология		technology	noun		1E	fem	inanimate						SS	3805	27.24
1343	1436	симпатичный	симпати́чный	nice; likeable; good-looking; attractive	adj		1E			симпатичн	ый	qualities				3816	27.18
1344	828	незнакомец		stranger	noun		1E	masc	animate						SS	3817	27.18
1345	1818	эпизод	эпизо́д	episode; event	noun		1E	masc	inanimate						SS	3820	27.12
1346	1223	преподаватель	преподава́тель	teacher (university level)	noun		1E	masc	animate			professions; academic			SS	3824	27.12
1347	1340	рекомендовать	рекомендова́ть	recommend	verb		1E						biaspectual	transitive		3828	27.12
1348	352	диск	ди́ск	disk; CD; compact disc	noun		1E	masc	inanimate						SS	3846	26.99
1349	1668	улететь		fly away; depart (by flying)	verb		1E						perfective	intransitive		3866	26.87
1350	71	бензин	бензи́н	gas; gasoline	noun		1E	masc	inanimate						SS	3869	26.81
1351	645	купаться		swim; bathe (play in the water)	verb		1E						imperfective	intransitive		3885	26.63
1352	397	елка	ёлка	fir tree; Christmas tree	noun		1E	fem	inanimate						SS	3896	26.57
1353	711	медленный	ме́дленный	slow	adj		1E			медленн	ый					3899	26.57
1354	1018	переводить	переводи́ть	lead across; translate (from...into)	verb		1E						imperfective	transitive		3901	26.5
1355	709	медицина		medicine (field)	noun		1E	fem	inanimate						SS	3907	26.5
1356	1126	полно		fully	adv		1E									3909	26.44
1357	1713	француз	францу́з	Frenchman; Frenchwoman	noun		1E	masc	animate			geography; nationalities			SS	3915	26.44
1358	902	нуль		0; zero	noun		1E	masc	inanimate						EE	3918	26.38
1359	552	капуста	капу́ста	cabbage	noun		1E	fem	inanimate						SS	3922	26.38
1360	851	неплохой	неплохо́й	not bad; okay	adj		1E			неплох	ой	qualities				3923	26.38
1361	167	вкусный	вку́сный	tasty; delicious; good (of food and drink)	adj		1E			вкусн	ый	qualities				3924	26.38
1362	74	бесплатно		free (of cost)	adv		1E									3925	26.38
1363	1275	пропаганда		propaganda	noun		1E	fem	inanimate						SS	3947	26.14
1364	990	официант	официа́нт	waiter	noun		1E	masc	animate			professions			SS	3950	26.14
1365	1795	школьник	шко́льник	school student	noun		1E	masc	animate			academic			SS	3953	26.14
1366	1379	рюкзак	рюкзак´	backpack	noun		1E	masc	inanimate			people; clothing			EE	3957	26.14
1367	1114	покупка	поку́пка	purchase; shopping	noun		1E	fem	inanimate						SS	3960	26.08
1368	944	описывать		describe	verb		1E						imperfective	transitive		3962	26.08
1369	1832	Япония	Япо́ния	Japan	noun	proper	1E					geography; countries			SS	3966	26.08
1370	1496	специальность		specialty; major	noun		1E	fem	inanimate						SS	3968	26.08
1371	117	буфет	буфе́т	snack bar; concessions; buffet	noun		1E	masc	inanimate						SS	3976	26.01
1372	534	итальянский	италья́нский	Italian	adj		1E			итальянск	ий	geography; nationalities				3977	26.01
1373	1424	серия		series	noun		1E	fem	inanimate						SS	3980	26.01
1374	609	копия		copy	noun		1E	fem	inanimate						SS	3985	25.95
1375	1235	приглашение	приглаше́ние	invitation	noun		1E	neut	inanimate						SS	3992	25.89
1376	1038	пионер		pioneer (Soviet/Russian scouting)	noun		1E	masc	animate						SS	3996	25.89
1377	1702	философия	филосо́фия	philosophy	noun		1E	fem	inanimate						SS	3999	25.89
1378	310	двадцатый		20th	adj	ord	1E									4002	25.83
1379	878	низко	ни́зко	low	adv		1E									4006	25.83
1380	197	восемьдесят	во́семьдесят	80	num	cardinal	1E									4007	25.83
1381	767	мышь	мы́шь	mouse	noun		1E	fem	animate						SM	4013	25.77
1382	3146	невозможный		impossible	adj		1E			невозможн	ый					4017	25.71
1383	1786	шестнадцать	шестна́дцать	16	num	cardinal	1E					numerals				4023	25.65
1384	1686	учебник	уче́бник	textbook	noun		1E	masc	inanimate			academic			SS	4043	25.46
1385	621	котенок	котёнок	kitten	noun		1E	masc	animate						SS	4056	25.4
1386	1076	поворачивать	повора́чивать	turn	verb		1E						imperfective	transitive		4062	25.4
1387	1136	польский		Polish	adj		1E			польск	ий					4064	25.4
1388	947	оранжевый	ора́нжевый	orange	adj		1E			оранжев	ый	qualities; color				4066	25.4
1389	1814	эмоция	эмо́ция	emotion	noun		1E	fem	inanimate						SS	4075	25.28
1390	1631	тройка	тро́йка	C; grade of C; a three; three-piece suit; troika	noun		1E	fem	inanimate						SS	4076	25.28
1391	771	мяч		ball	noun		1E	masc	inanimate						EE	4087	25.22
1392	1701	философ		philosopher	noun		1E	masc	animate						SS	4089	25.22
1393	50	аэродром		airfield; airport (the runways; taxi areas; tarmac; etc.)	noun		1E	masc	inanimate						SS	4094	25.16
1394	1276	пропускать	пропуска́ть	let through; miss; skip	verb		1E						imperfective	transitive		4111	25.04
1395	1201	поэзия		poetry	noun		1E	fem	inanimate						SS	4118	24.97
1396	921	огурец	огуре́ц	cucumber	noun		1E	masc	inanimate						EE	4125	24.91
1397	610	корейский		Korean	adj		1E			корейск	ий					4126	24.91
1398	1005	партнер	партнёр	partner	noun		1E	masc	animate						SS	4131	24.85
1399	1341	религиозный		religious	adj		1E			религиозн	ый					4132	24.85
1400	604	конференция		conference	noun		1E	fem	inanimate						SS	4138	24.79
1401	90	блокнот		notepad	noun		1E	masc	inanimate						SS	4155	24.67
1402	919	обязательный		obligatory; mandatory	adj		1E			обязательн	ый					4182	24.55
1403	1106	поискать		look for; search	verb		1E						perfective	transitive		4191	24.48
1404	1410	секретарша	секрета́рь/секрета́рша	secretary; administrative assistant	noun		1E								SS	4222	24.3
1405	283	грамм	гра́мм	gram	noun		1E	masc	inanimate						SS	4226	24.3
1406	551	капитализм		capitalism	noun		1E	masc	inanimate						SS	4237	24.24
1407	1296	пусто		empty	adv		1E									4238	24.24
1408	375	дорого	до́рого	dearly; expensively	adv		1E					qualities				4259	24.06
1409	1200	пошутить	пошути́ть	joke; make fun of	verb		1E									4261	24.06
1410	1449	скучный	ску́чный	boring	adj		1E			скучн	ый	qualities				4268	24.06
1411	1663	узнавать	узнава́ть	recognize; find out	verb		1E						imperfective	transitive		4275	23.99
1412	1180	постоять		stand; be standing	verb		1E						perfective	transitive		4276	23.99
1413	727	миллиард		1,000,000,000	num		1E								SS	4279	23.99
1414	195	восемнадцать	восемна́дцать	18	num	cardinal	1E									4283	23.93
1415	1271	проиграть		lose	verb		1E						perfective	transitive		4288	23.93
1416	505	икра	икра́	caviar	noun		1E	fem	inanimate			food; meat			ES	4297	23.81
1417	528	историк	исто́рик	historian	noun		1E	masc	animate			professions; academic			SS	4298	23.81
1418	989	офис	о́фис	office (general)	noun		1E	masc	inanimate			location; commerce			SS	4304	23.75
1419	558	касса	ка́сса	checkout; cashier; cash register	noun		1E	fem	inanimate			commerce			SS	4313	23.69
1420	1023	переехать	перее́хать	cross; go across (driving); move (change place of residence)	verb		1E						perfective	intransitive		4320	23.63
1421	1666	украинский		Ukrainian	adj		1E			украинск	ий					4324	23.63
1422	1176	поспешить		hurry; be in a hurry	verb		1E									4363	23.32
1423	974	открыто		open	adv		1E									4380	23.2
1424	751	мороженый		ice cream	adj		1E			морожен	ый					4384	23.2
1425	712	медсестра	медсестра́	nurse	noun		1E	fem	animate						ES	4388	23.2
1426	1831	японец	япо́нец	Japanese	noun		1E	masc	animate			geography; nationalities			SS	4395	23.14
1427	1080	повторяться		be repeated; be reviewed	verb		1E						imperfective	intransitive		4396	23.14
1428	924	одеться		get (self) dressed	verb		1E						perfective	intransitive		4401	23.08
1429	547	Канада	Кана́да	Canada	noun	proper	1E					geography; countries			SS	4403	23.08
1430	647	курица	ку́рица	chicken (meat or bird); hen	noun		1E	fem	animate						SS	4410	23.02
1431	522	информационный		information; informational	adj		1E			информационн	ый					4414	23.02
1432	1046	плакат	плака́т	poster; placard	noun		1E	masc	inanimate						SS	4422	22.95
1433	1681	успешно		successfully	adv		1E									4435	22.83
1434	6933	РФ		Russian Federation (RF)	noun	proper; collocation; abbreviation	1E									4451	22.71
1435	1147	понедельник	понеде́льник	Monday	noun		1E	masc	inanimate						SS	4478	22.59
1436	1137	Польша	По́льша	Poland	noun		1E					geography; countries			SS	4483	22.53
1437	1652	удобно	удо́бно	comfortably; conveniently	adv		1E									4485	22.53
1438	827	недостаточно		not enough; insufficient; insufficiently	adv		1E									4495	22.46
1439	605	конфета	конфе́та	piece of candy; candy; sweets	noun		1E	fem	inanimate						SS	4497	22.46
1440	1383	сажать		seat; set; plant; imprison	verb		1E						imperfective	transitive		4498	22.46
1441	63	бассейн	бассе́йн	swimming pool	noun		1E	masc	inanimate						SS	4503	22.4
1442	1546	студенческий	студе́нческий	student	adj		1E			студенческ	ий	academic				4505	22.4
1443	559	кататься		ride	verb		1E						imperfective	intransitive		4525	22.28
1444	1231	привыкать		get used to; become accustomed to	verb		1E						imperfective	intransitive		4537	22.22
1445	1342	религия	рели́гия	religion	noun		1E	fem	inanimate						SS	4586	21.91
1446	1310	пятьсот		500	num		1E									4610	21.79
1447	1706	фонтан	фонта́н	fountain	noun		1E	masc	inanimate						SS	4629	21.67
1448	766	мыть	мы́ть	wash (with water)	verb		1E						imperfective	transitive		4637	21.67
1449	1566	сытый		full (from having enough to eat)	adj		1E			сыт	ый					4656	21.55
1450	294	груша		pear	noun		1E	fem	inanimate						SS	4658	21.55
1451	1288	прохладный	прохла́дный	cool	adj		1E			прохладн	ый					4664	21.55
1452	1647	убирать		clean; tidy up; remove; take away	verb		1E						imperfective	transitive		4675	21.49
1453	855	неправда	непра́вда	untruth; lie	noun		1E	fem	inanimate						SS	4681	21.42
1454	1026	перестройка		rebuilding	noun		1E	fem	inanimate						SS	4682	21.42
1455	1333	регион		region	noun		1E	masc	inanimate						SS	4697	21.36
1456	1507	ссылка		link; reference	noun		1E	fem	inanimate						SS	4703	21.36
1457	707	мед		honey	noun		1E								SE	4731	21.24
1458	540	Кавказ	Кавка́з	the Caucasus (mountains and region)	noun	proper	1E					geography; regions			SS	4735	21.18
1459	1028	перец	пе́рец	pepper	noun		1E	masc	inanimate						SS	4749	21.18
1460	1416	семнадцать		17	num		1E									4757	21.06
1461	1248	принцесса		princess	noun		1E	fem	animate						SS	4760	21.06
1462	89	блин	блин´	blin; thin pancake; crepe	noun		1E	masc	inanimate			food; bread			EE	4777	21.0
1463	333	демократ		democrat	noun		1E	masc	animate						SS	4789	20.93
1464	1695	факультет	факульте́т	division; department (usually larger unit in university)	noun		1E	masc	inanimate			location; education			SS	4795	20.87
1465	521	интернет		internet	noun		1E	masc	inanimate						SS	4806	20.87
1466	19	алкоголь	алкого́ль	alcohol	noun		1E	masc	inanimate						SS	4811	20.81
1467	16	актриса	актри́са	actress	noun		1E	fem	animate			professions; art			SS	4813	20.81
1468	75	бесплатный	беспла́тный	free	adj		1E			бесплатн	ый					4820	20.75
1469	701	математика	матема́тика	math; mathematics	noun		1E	fem	inanimate						SS	4822	20.75
1470	1475	собор	собо́р	cathedral	noun		1E	masc	inanimate						SS	4824	20.75
1471	1565	сыр	сы́р	cheese	noun		1E	masc	inanimate			food; dairy			SE	4825	20.75
1472	1385	самовар	самова́р	samovar (special Russian device for brewing and serving tea)	noun		1E	masc	inanimate						SS	4829	20.69
1473	1685	учеба	учёба	studies	noun		1E	fem	inanimate						SS	4843	20.63
1474	602	конструкция		construction (grammatical; abstract)	noun		1E	fem	inanimate						SS	4852	20.57
1475	1543	строиться		be built	verb		1E						imperfective	intransitive		4856	20.57
1476	1447	скрипка	скри́пка	violin	noun		1E	fem	inanimate			arts; music			SS	4877	20.44
1477	1030	песенка		song	noun		1E	fem	inanimate						SS	4881	20.44
1478	1698	федерация		federation	noun		1E	fem	inanimate						SS	4884	20.38
1479	1103	поздравлять	поздравля́ть	congratulate	verb		1E						imperfective	transitive		4900	20.32
1480	704	матч		match; game	noun		1E	masc	inanimate						SS	4906	20.32
1481	17	акцент		accent	noun		1E	masc	inanimate						SS	4913	20.26
1482	669	лиловый		purple; lilac	adj		1E			лилов	ый					4914	20.26
1483	1604	тигр	ти́гр	tiger	noun		1E	masc	animate			animals			SS	4923	20.2
1484	41	аргумент		argument; line of reasoning	noun		1E	masc	inanimate						SS	4928	20.2
1485	822	недовольно		not content; unsatisfied (with)	adv		1E									4933	20.14
1486	1532	стоянка	стоя́нка	stand (taxi); parking (lot)	noun		1E	fem	inanimate						SS	4935	20.14
1487	920	овощ	о́вощ	vegetable	noun		1E	masc	inanimate			food; vegetables			SM	4939	20.14
1488	870	нехороший		not good; bad; poor	adj		1E			нехорош	ий					4940	20.14
1489	726	микрофон		microphone	noun		1E	masc	inanimate						SS	4942	20.14
1490	803	национальность	национа́льность	nationality; ethnic origin	noun		1E	fem	inanimate						SS	4955	20.08
1491	1090	подружка		girlfriend; female friend (dim.)	noun		1E	fem	animate						SS	4958	20.08
1492	1377	рыбка		little fish (dim.)	noun		1E	fem	animate						SS	4970	20.02
1493	1222	премьер		prime minister	noun		1E	masc	animate						SS	4980	19.95
1494	441	заканчиваться	зака́нчиваться	end; finish	verb		1E						imperfective	intransitive		4983	19.95
1495	411	женатый		married (of a man)	adj		1E			женат	ый					4984	19.95
1496	1541	строитель	строи́тель	builder	noun		1E	masc	animate						SS	4993	19.89
1497	958	остро		sharply	adv		1E									4998	19.83
1498	49	Африка	Африка	Africa	noun	proper	1E	fem	inanimate			geography; countries			SS	4999	19.83
1499	1294	психология		psychology	noun		1E	fem	inanimate						SS	5025	19.77
1500	1306	пятница	пя́тница	Friday	noun		1E	fem	inanimate						SS	5032	19.71
1501	440	заканчивать	зака́нчивать	end; finish	verb		1E						imperfective	transitive		5038	19.65
1502	322	девяносто	девяно́сто	90	num	cardinal	1E									5073	19.53
1503	1010	певец	певе́ц	singer	noun		1E	masc	animate			professions; art			EE	5088	19.4
1504	273	горячо		hot (food; drink)	adv		1E									5096	19.34
1505	5	Австралия	Австра́лия	Australia	noun	proper	1E					geography; countries			SS	5132	19.16
1506	1768	четырнадцать	четы́рнадцать	14	num	cardinal	1E					numerals				5143	19.1
1507	1557	счастливо		happily; fortunately; bye	adv		1E									5151	19.1
1508	47	аудитория	аудито́рия	classroom (university)	noun		1E	fem	inanimate						SS	5154	19.1
1509	630	кошмар		nightmare; bad thing or event	noun		1E	masc	inanimate						SS	5163	19.04
1510	147	вешать		hang; hang up	verb		1E						imperfective	transitive		5187	18.98
1511	4374	сладко		sweetly	adv		1E									5193	18.91
1512	13	Азия	Азия	Asia	noun	proper	1E					geography; continents			SS	5201	18.85
1513	1704	фиолетовый		purple; violet	adj		1E			фиолетов	ый					5203	18.85
1514	562	кафедра	ка́федра	department (usually smaller unit)	noun		1E	fem	inanimate						SS	5204	18.85
1515	1393	свитер	сви́тер	sweater	noun		1E	masc	inanimate			people; clothing			SS	5205	18.85
1516	1303	пятерка	пятёрка	A; grade of A; a five	noun		1E	fem	inanimate						SS	5235	18.73
1517	526	Испания	Испа́ния	Spain	noun		1E					geography; countries			SS	5237	18.73
1518	481	знакомиться	знако́миться	become acquainted with; meet	verb		1E						imperfective	intransitive		5275	18.55
1519	115	бутерброд	бутербро́д	sandwich; open-faced sandwich	noun		1E	masc	inanimate			food; bread			SS	5297	18.42
1520	305	дарить	дари́ть	give as a gift	verb		1E						imperfective	transitive		5307	18.42
1521	846	ненадолго		not for long	adv		1E									5315	18.42
1522	1369	рояль	роя́ль	piano; grand piano	noun		1E	masc	inanimate			arts; music			SS	5325	18.36
1523	527	испанский	испа́нский	Spanish	adj		1E			испанск	ий	geography; countries				5418	17.93
1524	598	композитор	компози́тор	composer	noun		1E	masc	animate			professions; art			SS	5428	17.93
1525	988	отчество	о́тчество	patronymic (Russian middle name)	noun		1E	neut	inanimate						SS	5439	17.87
1526	39	аптека	апте́ка	pharmacy; drugstore	noun		1E	fem	inanimate						SS	5457	17.81
1527	32772	кепка	ке́пка	cap	noun		1E	fem	inanimate						SS	5476	17.69
1528	354	дискуссия		discussion	noun		1E	fem	inanimate						SS	5479	17.69
1529	1811	экскурсия	экску́рсия	excursion; tour	noun		1E	fem	inanimate						SS	5485	17.69
1530	568	Киев	Ки́ев	Kiev	noun	proper	1E					geography; cities			SS	5492	17.69
1531	641	Крым	Кры́м	the Crimea	noun	proper	1E					geography; countries			SS	5493	17.69
1532	1501	спортсмен	спортсме́н/спортсме́нка	athlete	noun		1E	masc	animate						SS	5496	17.69
1533	1351	рискнуть		risk	verb		1E						perfective	intransitive		5521	17.57
1534	1738	целоваться		kiss (each other); kiss (with)	verb		1E						imperfective	intransitive		5523	17.57
1535	179	возвращать		return; give back	verb		1E						imperfective	transitive		5525	17.57
1536	991	официантка	официа́нтка	waitress	noun		1E	fem	animate			professions			SS	5533	17.51
1537	1059	по-английски	по-англи́йски	in English	adv		1E					languages				5548	17.45
1538	1049	планировать		plan	verb		1E						imperfective	intransitive		5623	17.14
1539	448	закрыться	закры́ться	be closed; close	verb		1E						perfective	intransitive		5624	17.14
1540	1568	сюрприз	сюрпри́з	a surprise	noun		1E	masc	inanimate						SS	5627	17.14
1541	1127	полночь		midnight	noun		1E	fem	inanimate						SS	5671	16.96
1542	973	открытка	откры́тка	postcard	noun		1E	fem	inanimate						SS	5675	16.96
1543	1813	электричка	электри́чка	commuter train (these are electric trains in Russia)	noun		1E	fem	inanimate						SS	5703	16.89
1544	837	нелегко		hard; not easy	adv		1E									5705	16.83
1545	247	геолог	гео́лог	geologist	noun		1E	masc	animate			professions			SS	5717	16.83
1546	628	кошелек		coin purse	noun		1E	masc	inanimate						EE	5721	16.83
1547	1454	словарь	словарь´	dictionary	noun		1E	masc	inanimate			literacy			EE	5761	16.71
1548	1699	физик	фи́зик	physicist	noun		1E	masc	animate			professions; academic			SS	5818	16.53
1549	1720	химия	хи́мия	chemistry	noun		1E	fem	inanimate			academic			SS	5878	16.28
1550	867	нетрудно		not difficult	adv		1E									5899	16.22
1551	1632	троллейбус	тролле́йбус	trolleybus (electric bus)	noun		1E	masc	inanimate			transport			SS	5909	16.22
1552	235	выучить		learn; study; memorize	verb		1E						perfective	transitive		5919	16.22
1553	1617	тост	то́ст	toast (drinking and bread)	noun		1E	masc	inanimate						SS	5923	16.16
1554	836	некрасивый	некраси́вый	not pretty; ugly	adj		1E			некрасив	ый	qualities				5953	16.1
1555	1083	погулять	погуля́ть	go for a walk	verb		1E									5987	15.98
1556	1509	стадион	стадио́н	stadium	noun		1E	masc	inanimate			entertainment; sports			SS	5996	15.98
1557	942	опера	о́пера	opera	noun		1E	fem	inanimate			arts; music			SS	6000	15.98
1558	312	двенадцатый		12th	adj	ord	1E									6004	15.91
1559	1783	шахматы	ша́хматы	chess	noun		1E	fem	inanimate			entertainment; games			_S	6033	15.85
1560	1716	фунт	фу́нт	pound	noun		1E	masc	inanimate						SS	6040	15.79
1561	1626	тридцатый		30th	adj	ord	1E									6086	15.67
1562	1629	тринадцать	трина́дцать	13	num	cardinal	1E					numerals				6114	15.55
1563	1141	помидор	помидо́р	tomato	noun		1E	masc	inanimate			food; vegetables			SS	6130	15.49
1564	1717	футбол	футбо́л	soccer	noun		1E	masc	inanimate			entertainment; sports			SS	6160	15.36
1565	79	бизнесмен	бизнесме́н	businessman; businessperson	noun		1E	masc	animate			professions; business			SS	6179	15.3
1566	582	клиника	кли́ника	clinic	noun		1E	fem	inanimate			location; health			SS	6185	15.3
1567	1677	упражнение	упражне́ние	exercise	noun		1E	neut	inanimate			academic			SS	6186	15.24
1568	246	география	геогра́фия	geography	noun		1E	fem	inanimate			academic			SS	6202	15.24
1569	430	завтракать	за́втракать	eat breakfast; have breakfast	verb		1E					verbs; eating	imperfective	intransitive		6210	15.18
1570	1225	преподавать	преподава́ть	teach (university)	verb		1E						imperfective	transitive		6270	15.0
1571	1300	путешествовать	путеше́ствовать	travel	verb		1E						imperfective	intransitive		6284	14.94
1572	545	календарь	календарь´	calendar	noun		1E	masc	inanimate						EE	6387	14.63
1573	418	жулик	жу́лик	swindler; cheat; thief	noun		1E	masc	animate						SS	6431	14.51
1574	16509	контрольный		control; test	adj		1E			контрольн	ый					6507	14.32
1575	670	лимон	лимо́н	lemon	noun		1E	masc	inanimate						SS	6604	14.02
1576	549	каникулы	кани́кулы	vacation (from school)	noun		1E	fem	inanimate			time			_S	6611	14.02
1577	982	отметка	отме́тка	grade	noun		1E	fem	inanimate			academic			SS	6619	14.02
1578	1661	ужинать	у́жинать	eat dinner; have dinner	verb		1E					verbs; eating	imperfective	intransitive		6620	14.02
1579	32677	двоюродная сестра	двою́родная сестра́	cousin	noun	collocation	1E									90000	14.0
1580	32678	двоюродный брат	двою́родный бра́т	cousin	noun	collocation	1E									90000	14.0
1581	1766	четыреста		400	num		1E									6644	13.96
1582	349	джинсы	джи́нсы	jeans	noun		1E	masc	inanimate			people; clothing			_S	6709	13.77
1583	941	опаздывать	опа́здывать	be running late/be late	verb		1E						imperfective	intransitive		6710	13.77
1584	573	киоск	кио́ск	kiosk; booth	noun		1E	masc	inanimate						SS	6731	13.71
1585	166	вкусно	вку́сно	tastily	adv		1E					adverbs; food				6738	13.65
1586	445	закрываться	закрыва́ться	be closed; close	verb		1E						imperfective	intransitive		6774	13.59
1587	532	итальянец	италья́нец	Italian	noun		1E	masc	animate			geography; nationalities			SS	6833	13.47
1588	1078	повториться		be repeated; be reviewed	verb		1E						perfective	intransitive		6852	13.41
1589	102	борщ	борщ´	borshcht	noun		1E	masc	inanimate			food; dishes			EE	6861	13.41
1590	1784	шашлык	шашлы́к	shish-kebab; kebab; grilled meat	noun		1E	masc	inanimate						EE	6890	13.34
1591	843	немного	немно́го	little bit; some	adv	quantity	1E									6919	13.22
1592	1324	расписание	расписа́ние	schedule; syllabus	noun		1E	neut	inanimate						SS	6922	13.22
1593	319	двоюродный		(брат; сестра) cousin	adj		1E			двоюродн	ый					6947	13.16
1594	1118	полежать		lie; be lying	verb		1E						perfective	intransitive		6985	13.1
1595	2244	героиня		heroine; (fictional) character	noun		1E	fem	animate						SS	6995	13.1
1596	1667	улетать		fly away; depart (by flying)	verb		1E						imperfective	intransitive		7024	13.04
1597	488	зонтик		umbrella	noun		1E	masc	inanimate						SS	7030	12.98
1598	1384	салат	сала́т	salad; lettuce	noun		1E	masc	inanimate			food; dishes			SS	7057	12.98
1599	33184	безо	без	without	prep		1E					GEN				7053	12.96
1600	1798	шоколад	шокола́д	chocolate	noun		1E	masc	inanimate			food; sweets			SS	7117	12.79
1601	1175	поспать	поспа́ть	sleep	verb		1E						perfective	intransitive		7126	12.79
1602	1304	пятнадцатый		15th	adj	ord	1E									7149	12.73
1603	77	библия		Bible	noun		1E	fem	inanimate						SS	7162	12.67
1604	36	апельсин	апельси́н	orange	noun		1E	masc	inanimate			food; fruit			SS	7192	12.61
1605	715	мел	ме́л	chalk	noun		1E	masc	inanimate						SE	7223	12.49
1606	1707	фотоаппарат	фотоаппара́т	camera (still images)	noun		1E	masc	inanimate			technology			SS	7231	12.49
1607	1102	поздравить	поздра́вить	congratulate	verb		1E						perfective	transitive		7243	12.49
1608	53	багаж	бага́ж	luggage; baggage	noun		1E	masc	inanimate			transport			EE	7253	12.49
1609	290	грузинский		Georgian	adj		1E			грузинск	ий					7309	12.3
1610	716	менеджер	ме́неджер	manager	noun		1E	masc	animate			professions; business			SS	7310	12.3
1611	814	Нева	Нева́	the Neva River (in St. Petersburg)	noun	proper	1E					geography; bodies of water			EE	7359	12.18
1612	1761	четверг	четверг´	Thursday	noun		1E	masc	inanimate						EE	7372	12.12
1613	572	кинотеатр	кинотеа́тр	movie theater	noun		1E	masc	inanimate			location; culture			SS	7396	12.12
1614	1719	химик	хи́мик	chemist	noun		1E	masc	animate			professions; academic			SS	7411	12.06
1615	622	котлета	котле́та	burger; cutlet; meat patty	noun		1E	fem	inanimate						SS	7516	11.81
1616	832	неинтересно		boring; not interesting	adv		1E									7536	11.81
1617	1650	увидеться	уви́деться	see each other	verb		1E						perfective	intransitive		7609	11.63
1618	926	одиннадцатый		11th	adj	ord	1E									7634	11.57
1619	1815	энергично		energetically	adv		1E									7637	11.57
1620	1202	поэма	поэ́ма	(long; narrative) poem	noun		1E	fem	inanimate						SS	7654	11.51
1621	1154	пообедать	пообе́дать	have/eat lunch	verb		1E						perfective	intransitive		7683	11.51
1622	454	замужем	за́мужем	married (of a woman)	adv		1E									7722	11.39
1623	1616	торт	то́рт	cake	noun		1E	masc	inanimate						SS	7732	11.39
1624	439	заказывать	зака́зывать	order; place an order	verb		1E						imperfective	transitive		7745	11.39
1625	489	зоопарк	зоопа́рк	zoo	noun		1E	masc	inanimate			location			SS	7757	11.32
1626	135	Великобритания		Great Britain	noun	proper	1E								SS	7795	11.26
1627	1545	студентка	студе́нтка	student (university)	noun		1E	fem	animate						SS	7849	11.14
1628	1708	фотограф	фото́граф	photographer	noun		1E	masc	animate			professions; art			SS	7887	11.08
1629	146	вечеринка	вечери́нка	party	noun		1E	fem	inanimate						SS	7940	10.96
1630	327	девятьсот	девятьсо́т	900	num	cardinal	1E									8028	10.77
1631	60	бар	ба́р	bar	noun		1E	masc	inanimate			location; food			SS	8091	10.65
1632	1782	шарф	ша́рф	scarf	noun		1E	masc	inanimate			clothing			SS	8187	10.47
1633	700	математик	матема́тик	mathematician	noun		1E	masc	animate			professions; academic			SS	8203	10.47
1634	1628	тринадцатый		13th	adj	ord	1E									8215	10.47
1635	251	гитарист	гитари́ст	guitarist	noun		1E	masc	animate			arts; music			SS	8239	10.41
1636	33	Антарктида	Антаркти́да	Antarctica	noun	proper	1E								SS	8261	10.34
1637	1011	певица	певи́ца	singer	noun		1E	fem	animate						SS	8270	10.34
1638	1120	поликлиника	поликли́ника	clinic	noun		1E	fem	inanimate						SS	8284	10.34
1639	869	неудобный		uncomfortable; inconvenient	adj		1E			неудобн	ый					8297	10.28
1640	323	девятнадцатый		19th	adj	ord	1E									8306	10.28
1641	83	биолог	био́лог	biologist	noun		1E	masc	animate			professions; academic			SS	8308	10.28
1642	1762	четверка	четвёрка	4; a four; B; grade of B	noun		1E	fem	inanimate						SS	8310	10.28
1643	324	девятнадцать	девятна́дцать	19	num	cardinal	1E					numerals				8323	10.28
1644	1415	семнадцатый		17th	adj	ord	1E									8397	10.16
1645	729	миллионер		millionaire	noun		1E	masc	animate						SS	8423	10.1
1646	48	афиша	афи́ша	poster; playbill	noun		1E	fem	inanimate			home; furnishings			SS	8426	10.1
