id	external_id	lemma	stressed	translation	pos	pos_subtype	level	gender	animacy	stem	ending	domain	aspect	transitivity	stress_pattern_semu	rank	count
1	490	и	и	and	conj		1E					connectors				1	36358.94
2	123	в	в	in; into; to; at	prep		1E					prep; LOC; ACC				2	27792.36
3	811	не	не	not	func	negation	1E					negative				3	20689.51
4	937	он	о́н	he	pron	personal	1E									4	18942.62
5	772	на	на	on; in; at	prep		1E					prep; LOC; ACC				5	16588.14
6	1826	я	я́	I	pron	personal	1E					pronouns; personal			E_	6	15631.11
7	1618	тот	то́т	that	adjpron		1E									8	11398.44
8	122	быть	бы́ть	be	verb		1E					verbs	imperfective	intransitive		9	11223.99
9	1381	с	с	with; accompanied by (INST); from; since (GEN)	prep		1E									10	11150.72
10	1	а	а	but; and (showing contrast)	conj		1E					connectors				11	9808.61
11	144	весь	ве́сь	all; whole; entire	adjpron		1E									12	8604.72
12	1820	это	э́то	this is	pron	demonstrative	1E					deictic				13	8043.9
13	543	как	как	how; as (with adverbs and sh adj)	adv	interrogative; relative	1E					interrogative				14	7313.35
14	938	она	она́	she	pron	personal	1E									15	7110.8
15	1058	по	по	around; along	prep		1E									16	5735.64
16	885	но	но	but	conj		1E					connectors				17	5672.65
17	939	они	они́	they	pron	personal	1E									18	5592.16
18	537	к	к	towards; to a person´s house	prep		1E									19	5455.05
19	1645	у	у	at; by; near	prep		1E									20	5033.86
20	1641	ты	ты́	you (sg; informal) (thou)	pron	personal	1E					pronouns; personal			E_	21	4863.63
21	497	из	из	from (в-words; most places)	prep		1E									22	4787.36
22	765	мы	мы́	we	pron	personal	1E									23	4740.29
23	423	за	за	behind; beyond; around; to get; to fetch; drink to; for; in exchange for; in favor of	prep		1E									24	4724.07
24	224	вы	вы́	you (plural; formal singular); y’all; you guys	pron	personal	1E					pronouns; personal				25	3924.53
25	1569	так	так	so; thus	adv		1E									26	3756.63
26	961	от	от	from (people; distances)	prep		1E									28	3558.06
27	1440	сказать	сказа́ть	say; tell	verb		1E						perfective	transitive		29	3535.97
28	1821	этот	э́тот	this; that	adjpron		1E									30	3396.65
29	623	который	кото́рый	which; that; who; whom	adj	relative	1E					pronouns; relative				31	3288.8
30	755	мочь	мо́чь	can; be able to (ABILITY; PERMISSION)	verb		1E						imperfective	intransitive		32	3273.98
31	687	люди	лю́ди	people	noun		1E	masc				home; family; people			SS	33	2945.47
32	1754	человек	челове́к	person; man; human being; people	noun		1E	masc	animate			people			SS	33	2945.47
33	903	о	о	about	prep		1E									34	2900.17
34	401	еще	ещё	still; yet; more	adv		1E					time				36	2786.93
35	402	еще не	ещё не; ещё нет	still not; not yet	adv		1E					adverbs				36	2786.93
36	118	бы	бы	would (conditional; subjunctive particle)	func	conditional	1E									37	2714.09
37	1571	такой	тако́й	such (a one); so	adj	adjpron	1E									38	2677.36
38	1615	только	то́лько	only	adv		1E									39	2652.63
39	1403	себя	себя́	oneself	pron	reflexive	1E								E_	40	2552.74
40	1397	свое	своё	one’s own	pron		1E									41	2388.81
41	544	какой	како́й	what kind of; which ; what a (adj with nouns)	adj	interrogative; relative	1E									42	2382.57
42	588	когда	когда́	when	adv	interrogative; relative	1E									43	2310.89
43	1659	уже	уже́	already	adv		1E					time				44	2271.47
44	356	для	для	for (the benefit of); intended for	prep		1E									45	2249.87
45	203	вот	во́т	this; here	func	demonstrative	1E					deictic				46	2205.73
46	642	кто	кто́	who	adjpron	interrogative; relative	1E									47	2177.45
47	298	да	да́	yes	disc	disc	1E					discourse				48	2145.99
48	258	говорить	говори́ть	speak; say; tell	verb		1E						imperfective	transitive		49	2059.32
49	260	год	го́д	year	noun		1E	masc	inanimate						SM	50	2042.67
50	745	мой	мо́й	my; mine	adjpron		1E									52	1992.41
51	357	до	до	before; until; up to; to	prep		1E									53	1991.74
52	506	или	и́ли	or	conj		1E					connectors				54	1977.42
53	398	если	е́сли	if (real conditions)	conj	conditional	1E									55	1974.42
54	205	время	вре́мя	time	noun		1E	neut	inanimate						SE	56	1862.46
55	1373	рука	рука́	hand; arm	noun		1E	fem	inanimate						UM	57	1787.85
56	866	нет	не́т; не́ту	no; there is no	func	negation	1E									58	1751.61
57	1387	самый	са́мый	most; -est	adj	adjpron	1E					grammar				59	1744.2
58	873	ни	ни	nor; neither; not a	conj	negative	1E									60	1660.28
59	101	большой	большо́й	big; large	adj		1E			больш	ой	qualities				62	1630.96
60	301	даже	да́же	even	adv		1E									63	1618.78
61	383	другой	друго́й	other; another	adj	adjpron	1E									64	1576.73
62	810	наш		our; ours	adjpron		1E									65	1568.9
63	1398	свой		one´s own	adjpron		1E									66	1531.07
64	900	ну		well; umm	disc		1E									67	1507.99
65	1084	под	под	under; below; beneath	prep		1E	masc	inanimate						SE	68	1482.47
66	244	где	где́	where	adv	interrogative; relative; locational	1E					interrogative; location				69	1471.94
67	332	дело	де́ло	matter; business; thing; affair	noun		1E	neut	inanimate						SE	70	1453.57
68	399	есть	е́сть	eat	verb		1E						imperfective	transitive		71	1436.68
69	33174	есть	е́сть	there is	verb		1E									71	1436.68
70	1314	раз	ра́з	time; occurrence; one (counting)	noun		1E	masc	inanimate			quantification			SE	73	1409.69
71	1776	чтобы		in order to; so that	conj		1E									74	1408.22
72	309	два	два	2	num	cardinal	1E					quantification				75	1371.55
73	1574	там	та́м	there	adv		1E					location				76	1361.94
74	1755	чем	чем	than (with comparisons)	conj	comparative	1E									77	1345.29
75	254	глаз	гла́з	eye	noun		1E	masc	inanimate			people; body			SE	78	1329.93
76	416	жизнь	жи́знь	life	noun		1E	fem	inanimate						SS	79	1317.07
77	1014	первый	пе́рвый	1st; first	adj	ord	1E					numerals; ordinal				80	1292.77
78	335	день	день´	day; afternoon	noun		1E	masc	inanimate			time; day			EE	81	1286.04
79	1639	тут	ту́т	here (more concrete location)	adv		1E					location				82	1262.47
80	33176	во	в	in; into; to; at	prep		1E					prep; LOC; ACC				83	1236.4
81	884	ничего		nothing	pron		1E									84	1232.17
82	1189	потом	пото́м	then; and then; afterwards	adv		1E									85	1216.99
83	993	очень	о́чень	very	adv		1E					adverbs				86	1214.24
84	33177	со	с	with; accompanied by (INST); from; since (GEN)	prep		1E									87	1195.33
85	1731	хотеть	хоте́ть	want (irreg)	verb		1E					verbs	imperfective	transitive		88	1189.94
86	668	ли		if; whether; (question particle)	func		1E									89	1184.49
87	262	голова	голова́	head	noun		1E	fem	inanimate			people; body			UM	91	1161.9
88	779	надо	на́до	need to; have to; must	adv	modal	1E									92	1160.62
89	33185	надо	над	above; over	prep		1E									92	1160.62
90	68	без	без	without	prep		1E					GEN				93	1121.38
91	156	видеть	ви́деть	see; catch sight of	verb		1E					verb	imperfective	transitive		94	1062.19
92	496	идти	идти́	go; walk	verb		1E						imperfective	intransitive		95	1052.83
93	1595	теперь	тепе́рь	now; and now; nowadays	adv		1E					time				96	1043.22
94	1612	тоже	то́же	also; too; as well [additional subject engaging in same activity]	adv		1E					adverbs				97	1035.69
95	1533	стоять	стоя́ть	stand; be standing	verb		1E					verbs	imperfective	intransitive		98	1030.91
96	381	друг	дру́г	friend; boyfriend	noun		1E	masc	animate			home; family; people			SE	99	1025.1
97	368	дом	до́м	house; apartment building	noun		1E	masc	inanimate			home; location			SE	100	1022.96
98	1408	сейчас	сейча́с	now; right now	adv		1E					time				101	1009.61
99	744	можно	мо́жно	may; permitted; allowed	adv	modal	1E									102	989.04
100	1170	после	по́сле	after	prep		1E									103	971.66
101	1455	слово	сло́во	word	noun		1E	neut	inanimate			languages			SE	104	946.32
102	470	здесь	зде́сь	here (general location; may be abstract)	adv		1E					location				105	941.3
103	384	думать	ду́мать	think	verb		1E					verbs; thinking	imperfective	transitive		106	936.4
104	719	место	ме́сто	place	noun		1E	neut	inanimate						SE	107	935.42
105	1504	спросить	спроси́ть	ask; inquire	verb		1E						perfective	transitive		108	934.32
106	1757	через	через	across; through; after; in (time)	prep		1E									109	931.26
107	674	лицо	лицо́	face; character	noun		1E	neut	inanimate						ES	110	915.59
108	1775	что	что́	what	adjpron	interrogative; relative	1E					interrogative				111	912.78
109	1611	тогда	тогда́	then; at that time	adv		1E					time				112	890.13
110	1729	хороший	хоро́ший	good	adj		1E			хорош	ий	qualities				114	853.71
111	541	каждый	ка́ждый	each; every	adj	adjpron	1E									115	844.04
112	887	новый	но́вый	new	adj		1E			нов	ый	qualities				116	840.18
113	417	жить	жи́ть	live	verb		1E					verbs; living	imperfective	intransitive		117	834.98
114	366	должен		should; must; have to; ought to; supposed to	adj		1E			должн	ый					118	830.26
115	1466	смотреть	смотре́ть	watch; look at	verb		1E						imperfective	transitive		119	810.06
116	1196	почему	почему́	why	adv	interrogative; relative	1E									120	791.15
117	1190	потому что	потому́ что	because	conj		1E					connectors				121	782.21
118	1531	сторона		side; direction	noun		1E	fem	inanimate						UM	122	772.97
119	1281	просто	про́сто	simply; only; just	adv		1E					adverbs				123	764.4
120	888	нога	нога́	foot; leg	noun		1E	fem	inanimate						UM	124	762.75
121	1432	сидеть	сиде́ть	sit; be sitting	verb		1E					verb	imperfective	intransitive		125	755.04
122	1153	понять	поня́ть	understand	verb		1E						perfective	transitive		126	734.71
123	331	делать	де́лать	do; make	verb		1E						imperfective	transitive		129	722.47
124	130	вдруг	вдру́г	suddenly	adv		1E					time				130	713.35
125	776	над	над	above; over	prep		1E									131	710.17
126	152	взять	взя́ть	take	verb		1E						perfective	transitive		132	701.05
127	882	никто	никто́	no one	pron	indefinite; negative	1E									133	700.37
128	1402	сделать	сде́лать	do	verb		1E						perfective	transitive		134	695.54
129	314	дверь	две́рь	door	noun		1E	fem	inanimate						SM	135	694.56
130	1019	перед	пе́ред	in front of; before	prep		1E	masc	inanimate						SS	136	691.44
131	901	нужный		need; needed; necessary	adj	modal	1E			нужн	ый					137	690.34
132	1149	понимать	понима́ть	understand; comprehend; get something	verb		1E						imperfective	transitive		138	684.15
133	542	казаться		seem	verb		1E						imperfective	intransitive		139	681.64
134	1311	работа	рабо́та	work; paper	noun		1E	fem	inanimate			professions			SS	140	675.46
135	1625	три	три́	3	num	cardinal	1E					quantification				141	674.85
136	129	ваш		your; yours (plural; formal)	adjpron		1E									142	668.91
137	477	земля	земля́	ground; land; earth; Earth	noun		1E	fem	inanimate						US	144	655.02
138	600	конец	коне́ц	end; finish	noun		1E	masc	inanimate						EE	145	653.3
139	1748	час	ча́с	hour; watch; clock (pl)	noun		1E	masc	inanimate						SE	147	643.82
140	264	голос	го́лос	voice	noun		1E	masc	inanimate						SE	148	632.06
141	270	город	го́род	city; town	noun		1E	masc	inanimate			location; city			SE	149	630.59
142	1171	последний	после́дний	(the very) last; final (in a series)	adj		1E			последн	ий					150	630.17
143	1108	пока	пока́	while; meanwhile; for the time being; bye; see you later	disc		1E					discourse				151	629.68
144	1730	хорошо	хорошо́	good; well; grade of B (4)	adv		1E					adverbs				152	625.21
145	299	давать	дава́ть	give	verb		1E						imperfective	transitive		153	619.33
146	174	вода	вода́	water	noun		1E	fem	inanimate						UM	154	618.29
147	95	более		more	adv		1E									155	617.92
148	208	всегда	всегда́	always	adv		1E					time; adverbs				157	614.25
149	220	второй	второ́й	2nd; second	adj	ord	1E					numerals; ordinal				158	607.09
150	643	куда	куда́	where; where to; whither	adv	interrogative; relative; directional	1E									159	603.66
151	1107	пойти	пойти́	go; walk	verb		1E						perfective	transitive		160	598.46
152	1527	стол	стол´	table	noun		1E	masc	inanimate			home; furnishings			EE	161	595.89
153	1330	ребенок	ребёнок	baby; child; kid	noun		1E	masc	animate			home; family; people			SS	162	593.5
154	1649	увидеть		see; catch sight of	verb		1E						perfective	transitive		163	588.54
155	1433	сила		strength; force	noun		1E	fem	inanimate						SS	164	587.44
156	970	отец	отец´	father	noun		1E	masc	animate			home; family; people			EE	165	584.44
157	414	женщина	же́нщина	woman	noun		1E	fem	animate						SS	166	584.32
158	706	машина	маши́на	car; machine	noun		1E	fem	inanimate			transport			SS	167	581.38
159	1456	случай		happening; event; occurrence; incident	noun		1E	masc	inanimate						SS	168	579.24
160	897	ночь	но́чь	night	noun		1E	fem	inanimate						SM	169	577.71
161	1505	сразу	сра́зу	at once; immediately	adv		1E					time				170	573.12
162	733	мир	ми́р	world; peace	noun		1E	masc	inanimate			location			SE	171	569.14
163	1482	совсем	совсе́м	completely; totally	adv		1E									172	564.0
164	957	остаться		stay; remain	verb		1E						perfective	intransitive		173	560.75
165	33181	об	о	about	prep		1E									174	558.55
166	153	вид	вид	kind; type; sort; view; aspect	noun		1E	masc	inanimate						SS	175	557.57
167	231	выйти		go out; exit	verb		1E						perfective	intransitive		176	552.73
168	307	дать	да́ть	give	verb		1E						perfective	transitive		177	546.0
169	4099	работать	рабо́тать	work	verb		1E						imperfective	intransitive		178	530.39
170	685	любить	люби́ть	love; like	verb		1E					verb	imperfective	transitive		179	529.23
171	1517	старый	ста́рый	old	adj		1E			стар	ый	qualities				180	528.25
172	1198	почти	почти́	almost	adv		1E									181	522.5
173	1380	ряд	ря́д	row; line; series	noun		1E	masc	inanimate			arts; theater			SE	182	521.21
174	805	начало	нача́ло	beginning; start	noun		1E	neut	inanimate						SS	184	515.95
175	1580	твой		your	adjpron		1E									185	512.58
176	193	вопрос	вопро́с	question	noun		1E	masc	inanimate						SS	186	510.99
177	739	много	мно́го	much; many; a lot	adv	quantity	1E					quantification				187	508.48
178	185	война	война́	war	noun		1E	fem	inanimate						ES	188	506.89
179	964	ответить		answer	verb		1E						perfective	intransitive		190	503.46
180	713	между	ме́жду	between; among	prep		1E									191	498.44
181	1091	подумать	поду́мать	think	verb		1E						perfective	intransitive		192	498.26
182	946	опять	опя́ть	again	adv		1E					time				193	494.03
183	70	белый	бе́лый	white	adj		1E			бел	ый	qualities; color				194	493.36
184	336	деньги	де́ньги	money	noun		1E	fem	inanimate						_M	195	493.3
185	486	значить	зна́чить	mean; signify	verb		1E					verb	imperfective	transitive		196	490.91
186	732	минута	мину́та	minute	noun		1E	fem	inanimate						SS	199	474.87
187	410	жена	жена́	wife	noun		1E	fem	animate			home; family; people			ES	200	473.04
188	1173	посмотреть	посмотре́ть	watch; look at	verb		1E						perfective	transitive		201	468.69
189	1205	правда	пра́вда	truth; true; really	noun	disc	1E	fem	inanimate			discourse; philosophy			SS	202	468.51
190	253	главный	гла́вный	major; principal; main	adj		1E			главн	ый					203	467.77
191	1534	страна	страна́	country	noun		1E	fem	inanimate			geography; countries			ES	204	467.04
192	1391	свет	све́т	light; world; (high) society	noun		1E	masc	inanimate						SS	205	463.86
193	407	ждать	жда́ть	wait; wait for	verb		1E						imperfective	transitive		206	463.49
194	705	мать	ма́ть	mother	noun		1E	fem	animate						SM	207	463.24
195	881	никогда	никогда́	never	adv	indefinite; negative	1E									209	460.92
196	374	дорога	доро́га	road; street; way (very general)	noun		1E	fem	inanimate						SS	211	458.16
197	929	однако		however; though	conj		1E									212	453.45
198	658	лежать	лежа́ть	lie; be lying	verb		1E						imperfective	intransitive		213	444.21
199	934	окно	окно́	window	noun		1E	neut	inanimate			home; furnishings			ES	215	441.58
200	880	никакой	никако́й	no kind of; no such; none; no	adj	indefinite; negative	1E									216	438.39
201	785	найти	найти́	find	verb		1E						perfective	transitive		217	435.52
202	1040	писать	писа́ть	write	verb		1E						imperfective	transitive		218	431.78
203	596	комната	ко́мната	room	noun		1E	fem	inanimate			home; location			SS	219	420.89
204	32849	Москва	Москва́	Moscow	noun	proper	1E	fem	inanimate			geography; cities; Russia			EE	220	420.89
205	1751	часть	ча́сть	part	noun		1E	fem	inanimate						SM	221	417.21
206	192	вообще	вообще́	in general	adv		1E									222	414.52
207	585	книга	кни́га	book	noun		1E	fem	inanimate			literacy			SS	223	414.28
208	694	маленький	ма́ленький	little; small	adj		1E			маленьк	ий	qualities				224	411.52
209	1669	улица	у́лица	street	noun		1E	fem	inanimate			location; city			SS	225	410.79
210	1348	решить	реши́ть	solve; decide	verb		1E						perfective	transitive		226	408.58
211	303	далекий		distant; far (from)	adj		1E			далек	ий					227	405.77
212	387	душа	душа́	soul	noun		1E	fem	inanimate						US	228	402.03
213	1780	чуть		little bit	adv		1E									229	399.95
214	139	вернуться	верну́ться	return; come back	verb		1E						perfective	intransitive		230	399.83
215	1682	утро	у́тро	morning	noun		1E	neut	inanimate						SS	231	398.3
216	834	некоторый		some; certain	adjpron		1E									232	397.99
217	1560	считать		consider; think; count; compute	verb		1E						imperfective	transitive		233	396.22
218	1444	сколько	ско́лько	how many; how much	adv	interrogative; relative; quantity	1E					interrogative				234	393.4
219	1142	помнить	по́мнить	remember	verb		1E					verbs	imperfective	transitive		235	392.91
220	145	вечер	ве́чер	evening; party; soiree (more formal)	noun		1E	masc	inanimate						SE	236	391.01
221	1115	пол	по́л	floor; sex (male/female); half	noun		1E	masc	inanimate						SE	237	390.53
222	1133	получить	получи́ть	receive; get	verb		1E						perfective	transitive		239	388.81
223	794	народ	наро́д	people; nation	noun		1E	masc	inanimate						SS	240	388.26
224	1406	сегодня	сего́дня	today	adv		1E					time; day				243	378.59
225	93	бог		God; god|gods	noun		1E	masc	animate						SM	244	376.63
226	169	вместе	вме́сте	together	adv		1E					adverbs				245	376.57
227	150	взгляд		view; gaze; glance; opinion	noun		1E	masc	inanimate						SS	246	372.41
228	1722	ходить	ходи́ть	go; walk	verb		1E						imperfective	intransitive		247	370.88
229	1480	советский		Soviet	adj		1E			советск	ий					249	368.8
230	1374	русский	ру́сский	Russian	adj		1E			русск	ий	geography; nationalities				250	367.39
231	1128	полный	по́лный	full; stout; plump	adj		1E			полн	ый					252	362.06
232	1239	прийти	прийти	come; arrive	verb		1E						perfective	intransitive		253	360.78
233	1367	Россия	Росси́я	Russia	noun	proper	1E	fem	inanimate			geography; countries; Russia			SS	255	358.88
234	530	история	исто́рия	story; history	noun		1E	fem	inanimate						SS	257	352.82
235	787	наконец	наконе́ц	finally	adv		1E									258	351.84
236	1664	узнать	узна́ть	recognize; find out	verb		1E						perfective	transitive		260	350.37
237	781	назад	наза́д	ago; back; backwards (motion)	adv		1E									261	350.06
238	912	общий		general; common	adj		1E			общ	ий					262	350.0
239	450	заметить		notice; take note of; remark; observe	verb		1E						perfective	transitive		263	349.88
240	1291	прошлый	про́шлый	past; previous; last	adj		1E			прошл	ый					265	346.45
241	1665	уйти	уйти́	leave; depart; go away	verb		1E						perfective	intransitive		266	345.96
242	498	известный	изве́стный	well-known; known	adj		1E			известн	ый					267	345.72
243	300	давно	давно́	long ago; (for) a long time	adv		1E					time				268	345.29
244	1461	слышать	слы́шать	hear	verb		1E					verb	imperfective	transitive		269	345.17
245	1460	слушать	слу́шать	listen to	verb		1E					verbs	imperfective	transitive		270	343.82
246	105	бояться	боя́ться	be afraid (of); afraid to do/of doing	verb		1E						imperfective	intransitive		271	338.19
247	1564	сын	сы́н	son	noun		1E	masc	animate			home; family; people			SE	272	336.84
248	838	нельзя	нельзя́	not allowed; forbidden; impossible	adv	modal	1E									273	335.99
249	1292	прямо	пря́мо	straight; forward	adv		1E									274	335.19
250	365	долго	до́лго	for a long time	adv		1E					qualities				275	333.11
251	120	быстро	бы́стро	quickly; fast	adv		1E					adverbs				276	332.31
252	660	лес	ле́с	forest; woods	noun		1E	masc	inanimate						SE	277	331.89
253	1192	похожий	похо́ж; -а; -и (на кого́)	look like; resemble; be similar to	adj		1E			похож	ий					278	328.64
254	1308	пять	пя́ть	5	num	cardinal	1E					quantification				280	328.34
255	940	оно	оно́	it	pron	personal	1E									282	324.42
256	1429	сесть	се́сть	sit down	verb		1E						perfective	intransitive		283	324.36
257	507	имя	и́мя	name; first name (of person; pet)	noun		1E	neut	inanimate						SE	284	324.36
258	1317	разговор	разгово́р	conversation	noun		1E	masc	inanimate			discourse			SS	286	321.3
259	1589	тело	те́ло	body	noun		1E	neut	inanimate						SE	287	319.64
260	747	молодой	молодо́й	young	adj		1E			молод	ой	qualities				288	317.81
261	1521	стена	стена́	wall	noun		1E	fem	inanimate						US	289	317.5
262	633	красный	кра́сный	red	adj		1E			красн	ый	qualities; color				290	316.64
263	1773	читать	чита́ть	read	verb		1E						imperfective	transitive		291	315.54
264	5017	читать	чита́ть	read	verb		1E						imperfective	transitive		291	315.54
265	5018	читать	чита́ть	read	verb		1E						imperfective	transitive		291	315.54
266	1210	право	пра́во	right	noun		1E	neut	inanimate						SE	292	314.26
267	1514	старик		old man	noun		1E	masc	animate						SS	293	313.64
268	1322	ранний		early	adj		1E			ранн	ий					294	313.46
269	1732	хотеться		feel like; want	verb		1E									295	312.67
270	697	мама	ма́ма	mom; mama; mommy; mum; mummy	noun		1E	fem	animate			home; family; people			SS	296	311.01
271	953	оставаться		stay; remain	verb		1E						imperfective	intransitive		297	310.58
272	233	высокий	высо́кий	high; tall	adj		1E			высок	ий					298	310.34
273	1301	путь	путь´	path; way	noun		1E	masc	inanimate						EE	299	308.75
274	1204	поэтому	поэ́тому	therefore; that´s why; and so; for that reason	conj		1E									300	308.26
275	1642	тысяча	ты́сяча	1000; thousand	noun	card	1E								SS	303	304.65
276	720	месяц	ме́сяц	month	noun		1E	masc	inanimate			time; months			SS	304	302.69
277	107	брать	бра́ть	take	verb		1E						imperfective	transitive		305	302.26
278	789	написать	написа́ть	write	verb		1E						perfective	transitive		306	302.08
279	1739	целый	це́лый	whole; entire	adj		1E			цел	ый	qualities				307	300.79
280	808	начинать	начина́ть	start; begin (with; to do X)	verb		1E						imperfective	transitive		309	298.71
281	1498	спина	спина́	back	noun		1E	fem	inanimate						US	310	298.34
282	797	настоящий	настоя́щий	real; actual	adj		1E			настоящ	ий					311	297.73
283	1298	пусть	пу́сть; пуска́й	let; get; have (someone do something)	func	imperative	1E									312	295.71
284	1828	язык	язык´	language; tongue	noun		1E	masc	inanimate			languages; people; body			EE	313	294.91
285	1619	точно	то́чно	precise; precisely; exact; exactly	adv		1E									314	293.51
286	1778	чувствовать		feel; sense	verb		1E						imperfective	transitive		316	292.77
287	1422	сердце	се́рдце	heart	noun		1E	neut	inanimate						SE	317	291.79
288	32635	вести	вести́	lead; guide	verb		1E						imperfective	transitive		318	291.36
289	510	иногда	иногда́	sometimes	adv		1E					time				319	290.87
290	696	мальчик	ма́льчик	boy; little boy	noun		1E	masc	animate						SS	320	290.81
291	812	небо		sky; heaven; the heavens	noun		1E	neut	inanimate						SE	322	288.85
292	1463	смерть		death	noun		1E	fem	inanimate						SM	324	287.32
293	321	девушка	де́вушка	girl; young woman	noun		1E	fem	animate			people			SS	326	286.53
294	907	образ		shape; form; image; manner	noun		1E	masc	inanimate						SS	327	286.53
295	33178	ко	к	towards; to a person´s house	prep		1E									328	285.06
296	426	забыть	забы́ть	forget	verb		1E						perfective	transitive		329	282.55
297	1043	письмо	письмо́	letter	noun		1E	neut	inanimate			literacy			ES	331	281.69
298	1758	черный	чёрный	black	adj		1E			черн	ый	qualities; color				333	279.18
299	1319	разный		different; various	adj		1E			разн	ый					337	275.63
300	237	выходить		go out; exit; leave; step out	verb		1E						imperfective	intransitive		338	275.27
301	1278	просить	проси́ть	ask; request	verb		1E						imperfective	transitive		339	272.69
302	106	брат	бра́т	brother	noun		1E	masc	animate			home; family; people			SS	340	272.69
303	1109	показать	показа́ть	show; display	verb		1E						perfective	transitive		345	271.1
304	211	вспомнить		remember; reminisce	verb		1E						perfective	transitive		346	270.43
305	1438	система	систе́ма	system	noun		1E	fem	inanimate						SS	347	269.63
306	1765	четыре	четы́ре	4	num	cardinal	1E					quantification				348	268.35
307	564	квартира	кварти́ра	apartment	noun		1E	fem	inanimate			home; location			SS	349	268.04
308	339	держать		hold; keep; hold on to	verb		1E						imperfective	transitive		350	267.37
309	1570	также	та́кже	also; too; as well [same subject doing something additional]	adv		1E					adverbs				351	267.31
310	686	любовь	любовь´	love	noun		1E	fem	inanimate						EE	352	266.94
311	978	откуда	отку́да	from where; whence	adv		1E									354	265.78
312	1624	третий		3rd; third	adj	ord	1E									357	263.7
313	1723	хозяин	хозя́ин	owner; landlord; host	noun		1E	masc	animate			people			SS	358	263.7
314	1684	уходить	уходи́ть	leave; depart; go away	verb		1E						imperfective	intransitive		360	263.15
315	1503	спрашивать	спра́шивать	ask; inquire	verb		1E					verbs; knowing	imperfective	transitive		364	262.29
316	109	бросить		throw; quit (INF); dump (boyfriend/girlfriend)	verb		1E						perfective	transitive		367	260.33
317	1794	школа	шко́ла	school	noun		1E	fem	inanimate			academic			SS	368	258.98
318	1002	парень		boyfriend; guy; young fellow	noun		1E	masc	animate						SM	369	258.74
319	311	двадцать	два́дцать	20	num	cardinal	1E					numerals				371	258.0
320	1484	солнце	со́лнце	sun	noun		1E	neut	inanimate						SS	372	257.15
321	821	неделя	неде́ля	week	noun		1E	fem	inanimate						SS	373	256.9
322	1169	послать		send	verb		1E						perfective	transitive		374	255.37
323	802	находиться	находи́ться	be located	verb		1E						imperfective	intransitive		375	254.45
324	1331	ребята	ребя́та	guys (members of your peer group)	noun		1E	neut	animate						_S	376	254.33
325	1177	поставить	поста́вить	stand; set; put	verb		1E						perfective	transitive		377	253.84
326	213	встать	вста́ть	stand up; get up	verb		1E						perfective	intransitive		378	253.35
327	792	например		for example	disc		1E									379	253.17
328	758	мужчина	мужчи́на	man (M)	noun		1E	masc	animate						SS	381	252.98
329	894	нос	но́с	nose	noun		1E	masc	inanimate			people; body			SE	383	252.49
330	695	мало	ма́ло	little; very little; too little (not enough)	adv		1E					quantification				384	252.49
331	171	внимание	внима́ние	attention	noun		1E	neut	inanimate						SS	385	252.31
332	1683	ухо	у́хо	ear	noun		1E	neut	inanimate			people; body			SM	387	250.17
333	1637	туда	туда́	there; to there; thither	adv		1E									388	250.17
334	1567	сюда	сюда́	here; to here; hither	adv		1E									389	250.11
335	492	играть	игра́ть	play	verb		1E						imperfective	transitive		390	249.62
336	1326	рассказать	рассказа́ть	tell (about something; a story)	verb		1E						perfective	transitive		392	248.58
337	134	великий	вели́кий	great; big	adj		1E			велик	ий					393	247.9
338	329	действительно	действи́тельно	really; actually; indeed; truly	adv		1E									394	247.84
339	1453	слишком	сли́шком	too	adv		1E									395	247.6
340	1644	тяжелый		heavy; hard	adj		1E			тяжел	ый					396	247.35
341	1494	спать	спа́ть	sleep	verb		1E						imperfective	intransitive		397	246.19
342	954	оставить		leave; leave behind; abandon	verb		1E						perfective	transitive		398	246.13
343	186	войти		go in; enter	verb		1E						perfective	intransitive		399	244.54
344	355	длинный	дли́нный	long	adj		1E			длинн	ый	qualities				400	244.05
345	1777	чувство	чу́вство	feeling; sense	noun		1E	neut	inanimate						SS	401	243.86
346	1327	рассказывать	расска́зывать	tell (about)	verb		1E						imperfective	transitive		403	243.19
347	965	отвечать	отвеча́ть	answer	verb		1E						imperfective	transitive		404	242.58
348	1511	становиться	станови́ться	become	verb		1E						imperfective	intransitive		405	242.46
349	72	берег	бере́г	bank; shore; coast	noun		1E	masc	inanimate						SE	407	240.44
350	1420	семья	семья́	family	noun		1E	fem	inanimate			home; family; people			ES	408	239.52
351	524	искать		look for; search	verb		1E						imperfective	transitive		409	239.4
352	749	момент	моме́нт	moment	noun		1E	masc	inanimate						SS	411	238.6
353	343	десять	де́сять	10	num	cardinal	1E					quantification				412	237.56
354	806	начать	нача́ть	start; begin (with; to do X)	verb		1E						perfective	transitive		413	237.38
355	1452	следующий	сле́дующий	next; following	adj		1E			следующ	ий					414	237.25
356	137	верить	ве́рить	believe; believe in	verb		1E						imperfective	intransitive		417	236.21
357	291	группа	гру́ппа	group; band	noun		1E	fem	inanimate						SS	418	235.6
358	756	муж	му́ж	husband	noun		1E	masc	animate			home; family; people			SE	423	234.68
359	1315	разве		really	disc		1E									424	231.93
360	1166	порядок	поря́док	order; sequence	noun		1E	masc	inanimate						SS	426	230.76
361	962	ответ	отве́т	answer (to a question)	noun		1E	masc	inanimate						SS	427	229.66
